16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,18,13,18,13,18,13,18,13,18,18,13,18,13,18,13,18,13,18,13,16,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,13,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,13,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,13,16,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,18,18,18,18,18,18,18,18,16,16,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,13,16,16,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,18,18,18,18,18,18,18,18,16,16,16,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,13,16,16,16,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,18,18,18,18,18,18,18,18,16,16,16,16,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
16,16,16,16,16,16,16,16,16,16,16,16,13,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,13,16,16,16,16,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,13,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,13,18,18,18,18,18,18,18,18,16,16,16,16,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
16,16,16,16,16,16,16,16,16,16,13,18,18,18,18,18,18,18,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,18,18,18,18,18,18,18,18,13,16,16,16,16,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,13,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,13,18,18,18,18,18,18,18,18,16,16,16,16,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,16,16,16,16
16,16,16,16,16,16,16,16,13,18,18,18,18,18,18,18,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,13,18,18,18,18,18,18,18,13,16,16,16,16,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,16,16,16
